category,question,answer
대학소개#기획실,대학평의원회 회의록을 보여주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""대학평의원회 회의록""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""대학평의원회 회의록"", ""url"": ""http://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000771/selectBoardList.do""}]}]}]"
캠퍼스안내#디지털정보원,세명대학교 캠퍼스를 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""우리학교 캠퍼스""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""캠퍼스 안내"", ""url"": ""http://www.semyung.ac.kr/cyber/index.html""}]}]}]"
캠퍼스안내#디지털정보원,세명대학교 항공뷰를 보여주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""우리학교 항공뷰""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""항공뷰"", ""url"": ""http://www.semyung.ac.kr/cyber/index.html""}]}]}]"
캠퍼스안내#디지털정보원,세명대학교 가는 방법을 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""우리학교 가는 방법""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""통학버스 이용방법"", ""url"": ""http://www.semyung.ac.kr/kor/sub01_06_02.do""}]}]}]"
캠퍼스안내#학생지원팀,통학버스 이용 방법을 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""통학버스 이용 방법""}, {""type"": ""text"", ""text"": ""원하는 버튼을 눌러주세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""통학증(월 정기권) 이용 안내"", ""value"": ""통학버스 정기 이용 방법을 알려줘""}, {""type"": ""postback"", ""text"": ""통학버스 편도(월,금) 이용 안내"", ""value"": ""통학버스 편도 이용 방법을 알려줘""}]}]}]"
캠퍼스안내#학생지원팀,통학버스 정기 이용 방법을 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""통학버스 정기 이용 방법""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""통학버스 정기 이용 방법"", ""url"": ""http://www.semyung.ac.kr/kor/sub05_04_01.do""}]}]}]"
캠퍼스안내#학생지원팀,통학버스 편도 이용 방법을 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""통학버스 편도 이용 방법""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""통학버스 편도 이용 방법"", ""url"": ""http://www.semyung.ac.kr/kor/sub05_04_02.do""}]}]}]"
발전기금#재무팀,기부 방법을 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""기부 방법""}, {""type"": ""text"", ""text"": ""원하는 버튼을 눌러주세요.""}, {""type"": ""image"", ""width"": """", ""height"": """", ""filename"": ""SMU_기부참여방법.png"", ""value"": ""http://chat.ezfinder.co.kr/konanbot/attachments/images/SMU_기부참여방법.png""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""발전기금 선정"", ""value"": ""발전기금 선정에 대해 알려줘""}, {""type"": ""postback"", ""text"": ""기부방법 선택 및 신청"", ""value"": ""기부방법 선택 및 신청 방식에 대해 알려줘""}, {""type"": ""postback"", ""text"": ""기부금 납부 방법"", ""value"": ""기부금 납부방법에 대해 알려줘""}, {""type"": ""postback"", ""text"": ""영수증 발급"", ""value"": ""영수증 발급에 대해 알려줘""}]}]}]"
발전기금#재무팀,발전기금 선정에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""발전기금 선정""}, {""type"": ""text"", ""text"": ""한마음 한뜻으로 본교를 사랑하시는 마음은 금액에 관계없이 세명대학교가 명문사학으로 도약하는 귀중한 밑거름이 될 것입니다. 동문, 학부모, 교직원, 재학생, 기업체, 기관, 단체 등 누구든지 여러 방법을 통하여 참여하실 수 있습니다.\n발전기금 안내\nhttp://www.semyung.ac.kr/fund/sub01_02_01.do""}]}]"
발전기금#재무팀,기부방법 선택 및 신청 방법에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""기부방법 선택 및 신청 방식""}, {""type"": ""text"", ""text"": ""원하는 버튼을 눌러주세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""온라인 신청"", ""value"": ""기부방법 중 온라인 신청 방식을 알려주세요.""}, {""type"": ""postback"", ""text"": ""직접 방문"", ""value"": ""기부방법 중 직접 방문 방식을 알려주세요.""}, {""type"": ""postback"", ""text"": ""이메일 등록"", ""value"": ""기부방법 중 이메일을 이용한 방식을 알려주세요.""}, {""type"": ""postback"", ""text"": ""팩스발송"", ""value"": ""기부방법 중 팩스발송을 이용한 방식을 알려주세요.""}]}]}]"
발전기금#재무팀,기부방법 중 온라인 신청 방법을 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""기부방법 온라인 신청 방식""}, {""type"": ""text"", ""text"": ""아래 기입서 작성\n해당사이트로 안내하겠습니다.\nhttp://www.semyung.ac.kr/prog/dvlpEndw/fund/sub01_03/stplatAgre.do""}]}]"
발전기금#재무팀,기부방법 중 직접 방문 방법을 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""기부방법 방문 방식""}, {""type"": ""text"", ""text"": ""세명대학교 본관 1층\n사무처 재무팀\n약정서를 다운로드 하시려면 \""/파일 약정서_방문\""을 검색하세요""}]}]"
발전기금#재무팀,기부방법 중 이메일을 이용한 방법을 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""기부방법 이메일 방식""}, {""type"": ""text"", ""text"": ""skysdy82@semyung.ac.kr\n1)약정서 다운로드\n2)작정 후, 이메일 발송\n약정서를 다운로드 하시려면 \""/파일 약정서_이메일\""을 검색하세요.""}]}]"
발전기금#재무팀,기부방법 중 팩스발송을 이용한 방법을 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""기부방법 팩스발송 방식""}, {""type"": ""text"", ""text"": ""043)644-2111\n1)약정서 다운로드\n2)작성 후, 팩스 발송\n약정서를 다운로드 하시려면 \""/파일 약정서_팩스\""를 검색하세요""}]}]"
발전기금#재무팀,기부금 납입방법에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""기부금 납부방법""}, {""type"": ""text"", ""text"": ""원하시는 버튼을 눌러주세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""계좌 입금"", ""value"": ""계좌 입금 방법에 대해 알려주세요.""}, {""type"": ""postback"", ""text"": ""CMS"", ""value"": ""CMS 입금 방법에 대해 알려주세요.""}]}]}]"
발전기금#재무팀,계좌 입금 방법에 대해 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""계좌 입금 방법""}, {""type"": ""text"", ""text"": ""ㆍ기부방법을 선택 및 신청하신 후 아래 계좌로 기부금을 납입하실 수 있습니다.\n(신한은행) 140-008-609700""}]}]"
발전기금#재무팀,CMS 입금 방법에 대해 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""CMS 입금 방법""}, {""type"": ""text"", ""text"": ""ㆍ은행계좌를 지정하시면 직접 납무하실 필요 없이 매월 자동으로 기부금이 납부 됩니다.""}]}]"
발전기금#재무팀,영수증 발급에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""영수증 발급""}, {""type"": ""text"", ""text"": ""세명대학교 발전 기금에 기부하신 경우는 법정 기부금으로 인정되어 세제혜택을 받으실 수 있습니다.\nㆍ개인 : 연말정산 또는 총학소득세 신고 시 제출\nㆍ법인 : 기부금으로 회계처리 후 법인세 신고 시 제출""}]}]"
발전기금#재무팀,장학금에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""장학기금""}, {""type"": ""text"", ""text"": ""장학기금이란?\n학업이 우수하거나 능력과 잠재력을 갖춘 학생, 가정형편이 어려운 학생 등이 학업에 전념할 수 있도록 장학금을 지원합니다.\n기금이 모이면?\n약정서를 다운로드 하시려면 \""/파일 발전기금양식\""을 검색하세요""}, {""contents"": [{""elements"": [{""type"": ""title"", ""text"": ""학업을 이어나갈 수 있습니다.""}, {""type"": ""text"", ""text"": ""경제적 이유나 기타 사회적 배려가 필요한 학생들이 학업에 전념할 수 있도록 합니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""인재를 후원할 수 있습니다.""}, {""type"": ""text"", ""text"": ""성적우수학생,유학생,대학원생등 훌륭한 인재들의 학업을 후원할 수 있도록 합니다.""}]}], ""type"": ""carousel""}]}]"
발전기금#재무팀,연구기금에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""연구기금""}, {""type"": ""text"", ""text"": ""연구기금이란?\n국가에 필요한 학문.기술 발전을 위하여 우수한연구 인력의 확보 및 교육.연구 활동을 지원합니다.\n기금이 모이면?\n약정서를 다운로드 하시려면 \""/파일 발전기금양식\""을 검색하세요""}, {""contents"": [{""elements"": [{""type"": ""title"", ""text"": ""연구인력을 확보할 수 있습니다.""}, {""type"": ""text"", ""text"": ""학문,기술 발전을 위한 우수한 연구 인력을 확보할 수 있습니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""교육, 연구활동을 지원할 수 있습니다.""}, {""type"": ""text"", ""text"": ""교직원들이 교육 및 연구활동에 전념할 수 있는 환경을 조성할 수 있습니다.""}]}], ""type"": ""carousel""}]}]"
발전기금#재무팀,인프라기금에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""인프라기금""}, {""type"": ""text"", ""text"": ""인프라 기금이란?\n교직원들이 교육과 연구활동에 주력할 수 있도록 최고의 기반 시설과 연구 장비, 교육 인프라를 갖추는데 쓰여집니다.\n기금이 모이면?\n약정서를 다운로드 하시려면 \""/파일 발전기금양식\""을 검색하세요""}, {""contents"": [{""elements"": [{""type"": ""title"", ""text"": ""도서를 확충할 수 있습니다.""}, {""type"": ""text"", ""text"": ""도서 및 최신 자료 등의 구입비를 지원하여 교수화 학생들의 교육 및 연구 활동 지원합니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""연구기자재를 확충할 수 있습니다.""}, {""type"": ""text"", ""text"": ""학문의 급속한 발전에 따른 최신 기자재 구입 및 기자재 유지,보수비를 지원하여 교육 및 과학,기술분야의 연구 활동 활성화를 추구합니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""시설을 확충할 수 있습니다.""}, {""type"": ""text"", ""text"": ""부족한 시설 및 노후 된 교육 환경을 중축 및 리모델링을 하여 개선할 수 있습니다.""}]}], ""type"": ""carousel""}]}]"
발전기금#재무팀,기부자사업기금에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""기부자사업기금""}, {""type"": ""text"", ""text"": ""기부자사업기금이란?\n세명대학교가 제공하는 기금 외에 기부자께서 원하시는 사업을 직접선정하여, 기타 대학발전을 위해 필요한 사업을 지원하실 수 있습니다.\n기금이 모이면?\n약정서를 다운로드 하시려면 \""/파일 발전기금양식\""을 검색하세요""}, {""contents"": [{""elements"": [{""type"": ""title"", ""text"": ""기부자가 원하는 사업을 직접 지원할 수 있습니다.""}, {""type"": ""text"", ""text"": ""세명대학교의 발전기금 이외에 평소 원하시던 사업을 추진할 수 있도록 지원하실 수 있습니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""세명대학교를 발전시킬 수 있습니다.""}, {""type"": ""text"", ""text"": ""기부자의 뜻 깊은 관심과 사랑으로 기부한 내역들이 모여 진정한 CHARM 교육을 이뤄내는 세명대학교로 발전하는데 일조하실 수 있습니다.""}]}], ""type"": ""carousel""}]}]"
발전기금#재무팀,온라인 기부에 대해 알려줘,"[{""elements"": [{""type"": ""title"", ""text"": ""온라인 기부""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""온라인 기부안내"", ""url"": ""http://www.semyung.ac.kr/prog/dvlpEndw/fund/sub01_03/stplatAgre.do""}]}]}]"
발전기금#재무팀,기부내역조회를 알고싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""기부내역조회""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""기부내역 조회안내"", ""url"": ""http://www.semyung.ac.kr/prog/dvlpEndw/fund/sub01_04/myList.do""}]}]}]"
발전기금#재무팀,세제혜택에 대해 알고싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""세제혜택""}, {""type"": ""text"", ""text"": ""원하는 버튼을 눌러주세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""개인의 경우"", ""value"": ""세제혜택시 개인의 경우를 알고싶어요""}, {""type"": ""postback"", ""text"": ""법인의 경우"", ""value"": ""세제혜택시 법인의 경우를 알고싶어요""}]}]}]"
발전기금#재무팀,세제혜택시 개인의 경우를 알고싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""세제혜택시 개인의 경우""}, {""type"": ""text"", ""text"": ""세명대학교 발전기금에 기부하신 개인의 경우 소득세법에 의해 법정 기부금으로 처리되어 연말정산 또는 종합소득세 신고시 세제혜택을 받으실 수 있습니다. (소득세법 34조 2항, 소득세법 52조 조항)""}]}]"
